Show_303,1/30/2014,13:22:09,,,
Show_304,10/17/2011,09:42:35,,,
Show_305,11/2/2011,09:50:15,,,
Show_306,1/22/2011,21:43:51,,,
Show_307,5/26/2013,12:49:35,,,
Show_308,1/11/2014,18:57:30,,,
Show_309,11/7/2013,15:53:23,,,
Show_310,8/29/2014,10:42:39,,,
Show_311,6/18/2016,21:06:16,,,
Show_312,3/3/2015,18:01:09,,,
Show_313,10/23/2015,18:42:20,,,
Show_314,12/19/2015,21:51:10,,,
Show_315,11/13/2016,12:23:21,,,
Show_316,1/24/2015,11:51:42,,,
Show_317,12/29/2016,15:40:21,,,
Show_318,6/23/2012,21:07:33,,,
Show_319,3/8/2013,15:02:18,,,
Show_320,8/15/2016,18:33:59,,,
Show_321,7/17/2013,15:36:47,,,
Show_322,8/31/2012,09:47:37,,,
Show_323,4/3/2013,17:49:07,,,
Show_324,10/21/2012,13:54:11,,,
Show_325,1/15/2011,15:22:45,,,
Show_326,8/25/2012,09:01:25,,,
Show_327,10/22/2016,16:01:41,,,
Show_328,8/26/2010,15:18:17,,,
Show_329,1/14/2011,09:02:04,,,
Show_330,8/12/2015,09:16:05,,,
Show_331,1/15/2014,20:04:49,,,
Show_332,7/23/2015,11:04:11,,,
Show_333,11/30/2012,09:53:15,,,
Show_334,2/27/2011,15:35:21,,,
Show_335,11/21/2010,17:48:35,,,
Show_336,4/3/2011,13:41:43,,,
Show_337,4/3/2015,10:58:52,,,
Show_338,10/17/2016,14:46:04,,,
Show_339,10/1/2011,14:58:40,,,
Show_340,5/28/2011,13:38:25,,,
Show_341,2/3/2012,10:56:15,,,
Show_342,1/2/2016,11:19:37,,,
Show_343,6/16/2015,10:22:53,,,
Show_344,1/7/2015,19:36:38,,,
Show_345,5/4/2015,20:34:35,,,
Show_346,11/26/2012,14:48:08,,,
Show_347,7/4/2015,12:19:39,,,
Show_348,3/29/2012,10:32:48,,,
Show_349,6/10/2015,16:14:46,,,
Show_350,3/8/2015,13:35:54,,,
Show_351,8/5/2012,15:31:14,,,
Show_352,7/2/2015,17:14:48,,,
Show_353,3/15/2014,17:45:08,,,
Show_354,7/9/2013,14:10:35,,,
Show_355,4/30/2015,21:23:03,,,
Show_356,1/31/2016,19:59:22,,,
Show_357,1/31/2013,09:59:00,,,
Show_358,8/30/2010,17:48:24,,,
Show_359,5/31/2015,20:01:10,,,
Show_360,7/14/2016,09:36:11,,,
Show_361,2/2/2011,09:10:06,,,
Show_362,4/17/2016,14:53:59,,,
Show_363,9/7/2010,14:00:27,,,
Show_364,4/26/2012,20:03:00,,,
Show_365,3/15/2015,18:38:42,,,
Show_366,8/16/2012,17:05:55,,,
Show_367,2/20/2011,12:25:30,,,
Show_368,11/4/2010,14:37:44,,,
Show_369,10/16/2016,11:21:33,,,
Show_370,2/17/2014,17:45:20,,,
Show_371,6/14/2015,11:36:16,,,
Show_372,4/22/2012,09:39:48,,,
Show_373,7/25/2012,13:44:38,,,
Show_374,4/27/2011,16:36:24,,,
Show_375,4/12/2016,15:36:54,,,
Show_376,4/22/2012,21:24:32,,,
Show_377,8/6/2015,21:40:06,,,
Show_378,7/29/2012,10:25:26,,,
Show_379,2/14/2015,21:14:10,,,
Show_380,7/19/2012,21:36:17,,,
Show_381,11/23/2015,09:51:00,,,
Show_382,5/8/2013,11:06:04,,,
Show_383,9/19/2012,17:36:48,,,
Show_384,11/26/2015,12:16:04,,,
Show_385,3/23/2016,20:56:50,,,
Show_386,1/23/2011,16:54:53,,,
Show_387,1/14/2014,10:57:03,,,
Show_388,6/23/2016,14:38:10,,,
Show_389,2/18/2016,15:10:27,,,
Show_390,1/3/2010,11:33:27,,,
Show_391,7/10/2015,19:33:57,,,
Show_392,7/22/2011,14:23:14,,,
Show_393,8/4/2014,12:26:14,,,
Show_394,2/9/2010,21:39:11,,,
Show_395,4/30/2012,20:58:44,,,
Show_396,5/14/2011,20:53:38,,,
Show_397,12/20/2014,18:36:47,,,
Show_398,1/27/2012,11:14:06,,,
Show_399,10/6/2015,21:27:57,,,
Show_400,6/27/2010,09:18:09,,,
Show_401,7/23/2014,15:43:33,,,
Show_402,8/12/2013,17:06:46,,,
Show_403,9/20/2015,11:05:21,,,
Show_404,5/13/2011,13:52:16,,,
Show_405,6/5/2012,09:18:22,,,
Show_406,2/2/2011,19:40:39,,,
Show_407,5/30/2011,19:22:26,,,
Show_408,12/19/2014,19:04:44,,,
Show_409,11/9/2013,13:16:23,,,
Show_410,8/14/2016,12:24:58,,,
Show_411,9/2/2016,19:44:13,,,
Show_412,8/31/2014,18:37:48,,,
Show_413,2/14/2012,21:38:01,,,
Show_414,9/26/2013,11:52:20,,,
Show_415,5/3/2011,18:47:27,,,
Show_416,8/27/2016,15:32:12,,,
Show_417,7/21/2015,19:53:55,,,
Show_418,2/28/2014,09:46:51,,,
Show_419,3/20/2016,11:53:04,,,
Show_420,1/18/2014,18:05:36,,,
Show_421,7/10/2010,13:10:39,,,
Show_422,6/15/2010,21:03:42,,,
Show_423,7/26/2011,21:11:16,,,
Show_424,9/26/2012,10:44:21,,,
Show_425,12/17/2010,21:43:26,,,
Show_426,5/8/2011,19:05:00,,,
Show_427,8/17/2013,10:09:16,,,
Show_428,1/28/2011,17:21:51,,,
Show_429,6/2/2014,11:30:19,,,
Show_430,10/19/2012,20:47:23,,,
Show_431,9/7/2016,13:54:32,,,
Show_432,9/19/2014,12:32:59,,,
Show_433,10/28/2015,18:10:08,,,
Show_434,6/12/2015,17:10:44,,,
Show_435,10/30/2010,20:36:40,,,
Show_436,11/4/2016,15:22:02,,,
Show_437,3/6/2012,09:19:13,,,
Show_438,11/17/2011,14:18:59,,,
Show_439,6/17/2011,11:27:54,,,
Show_440,3/9/2014,12:15:25,,,
Show_441,11/19/2015,12:56:47,,,
Show_442,1/13/2011,12:21:41,,,
Show_443,5/4/2013,20:36:10,,,
Show_444,2/2/2013,17:11:31,,,
Show_445,10/12/2014,11:20:22,,,
Show_446,9/30/2016,15:36:23,,,
Show_447,6/24/2015,13:49:15,,,
Show_448,1/20/2013,13:31:50,,,
Show_449,10/5/2016,19:58:31,,,
Show_450,9/29/2015,14:15:46,,,
Show_451,12/23/2014,21:23:13,,,
Show_452,11/9/2013,19:30:29,,,
Show_453,5/26/2011,16:33:44,,,
Show_454,7/31/2013,12:29:51,,,
Show_455,10/30/2015,12:21:37,,,
Show_456,8/24/2010,13:09:07,,,
Show_457,1/9/2015,10:10:29,,,
Show_458,10/20/2015,20:12:28,,,
Show_459,10/20/2014,21:55:22,,,
Show_460,10/2/2010,16:38:32,,,
Show_461,8/27/2014,12:06:22,,,
Show_462,5/22/2010,16:55:31,,,
Show_463,5/19/2013,10:18:12,,,
Show_464,1/5/2011,15:22:04,,,
Show_465,8/13/2015,19:53:10,,,
Show_466,12/26/2015,14:13:58,,,
Show_467,3/10/2016,21:31:15,,,
Show_468,11/30/2010,19:02:59,,,
Show_469,5/13/2010,17:03:18,,,
Show_470,9/24/2011,18:45:55,,,
Show_471,12/25/2013,12:40:34,,,
Show_472,11/20/2016,16:43:36,,,
Show_473,4/2/2016,13:58:04,,,
Show_474,9/3/2012,21:14:22,,,
Show_475,7/19/2015,18:08:52,,,
Show_476,7/24/2016,14:25:09,,,
Show_477,10/20/2011,18:05:06,,,
Show_478,2/13/2016,20:56:59,,,
Show_479,9/18/2014,12:34:52,,,
Show_480,3/23/2013,13:54:39,,,
Show_481,6/6/2013,17:19:00,,,
Show_482,9/19/2012,09:58:41,,,
Show_483,3/24/2015,14:00:55,,,
Show_484,7/4/2016,16:25:56,,,
Show_485,8/6/2011,18:16:25,,,
Show_486,3/22/2015,11:10:29,,,
Show_487,3/9/2015,09:15:13,,,
Show_488,7/22/2014,15:41:54,,,
Show_489,11/15/2012,13:54:33,,,
Show_490,2/18/2015,09:55:50,,,
Show_491,3/8/2010,16:08:15,,,
Show_492,5/9/2014,18:18:57,,,
Show_493,7/18/2012,10:20:30,,,
Show_494,2/8/2013,21:49:24,,,
Show_495,12/22/2012,21:59:32,,,
Show_496,3/7/2014,12:29:24,,,
Show_497,5/11/2016,09:02:48,,,
Show_498,1/13/2016,20:29:14,,,
Show_499,8/30/2010,17:47:42,,,
Show_500,8/25/2015,18:31:07,,,
Show_501,8/4/2010,19:02:42,,,
Show_502,7/30/2015,21:12:06,,,
Show_503,9/23/2011,20:37:23,,,
Show_504,4/26/2016,17:13:05,,,
Show_505,2/13/2010,11:04:27,,,
Show_506,10/13/2014,09:37:41,,,
Show_507,8/6/2016,09:26:39,,,
Show_508,2/20/2014,10:59:45,,,
Show_509,5/24/2016,14:34:55,,,
Show_510,10/31/2012,17:25:00,,,
Show_511,9/27/2016,11:13:40,,,
Show_512,9/22/2012,11:04:25,,,
Show_513,3/10/2015,13:30:16,,,
Show_514,10/31/2013,17:36:48,,,
Show_515,12/15/2015,16:21:18,,,
Show_516,11/20/2016,09:01:36,,,
Show_517,9/21/2014,09:20:27,,,
Show_518,4/11/2012,09:01:14,,,
Show_519,7/29/2013,12:57:46,,,
Show_520,7/16/2010,11:45:54,,,
Show_521,7/17/2011,09:35:54,,,
Show_522,6/14/2013,11:47:56,,,
Show_523,3/6/2014,10:37:57,,,
Show_524,8/5/2014,19:28:34,,,
Show_525,2/8/2016,16:47:43,,,
Show_526,6/30/2012,12:53:23,,,
Show_527,11/8/2013,16:09:51,,,
Show_528,2/23/2012,14:40:56,,,
Show_529,7/31/2014,13:22:12,,,
Show_530,8/28/2014,21:44:39,,,
Show_531,9/23/2012,18:24:12,,,
Show_532,8/3/2016,19:59:43,,,
Show_533,1/31/2014,14:00:55,,,
Show_534,5/6/2014,19:15:27,,,
Show_535,1/7/2014,19:09:52,,,
Show_536,8/11/2010,17:57:41,,,
Show_537,5/20/2012,09:51:37,,,
Show_538,8/18/2016,16:37:42,,,
Show_539,9/15/2016,11:31:49,,,
Show_540,9/16/2016,18:16:50,,,
Show_541,1/23/2016,21:35:10,,,
Show_542,6/2/2010,16:05:43,,,
Show_543,3/12/2014,18:13:16,,,
Show_544,8/1/2013,12:12:16,,,
Show_545,6/7/2010,17:05:22,,,
Show_546,5/18/2012,20:45:16,,,
Show_547,1/8/2010,11:31:54,,,
Show_548,1/1/2013,12:29:06,,,
Show_549,8/8/2015,18:11:14,,,
Show_550,9/19/2011,18:36:14,,,
Show_551,9/28/2010,14:58:41,,,
Show_552,5/2/2010,09:58:30,,,
Show_553,5/8/2014,18:29:42,,,
Show_554,8/10/2012,09:51:53,,,
Show_555,9/26/2015,15:20:17,,,
Show_556,2/12/2015,17:25:44,,,
Show_557,11/11/2010,13:38:57,,,
Show_558,12/25/2010,14:19:16,,,
Show_559,10/2/2010,13:44:36,,,
Show_560,12/26/2016,18:30:14,,,
Show_561,8/25/2015,20:51:40,,,
Show_562,6/1/2014,13:33:02,,,
Show_563,6/9/2011,12:42:19,,,
Show_564,3/24/2012,20:42:42,,,
Show_565,12/23/2016,15:32:42,,,
Show_566,9/14/2012,11:07:51,,,
Show_567,7/25/2012,19:36:11,,,
Show_568,11/8/2013,13:04:13,,,
Show_569,6/20/2014,15:10:37,,,
Show_570,3/12/2016,20:33:58,,,
Show_571,4/20/2010,13:16:30,,,
Show_572,2/24/2012,14:20:11,,,
Show_573,8/3/2014,20:23:49,,,
Show_574,1/1/2011,11:55:20,,,
Show_575,8/3/2010,10:49:50,,,
Show_576,10/15/2011,10:48:52,,,
Show_577,2/16/2010,13:30:11,,,
Show_578,10/13/2011,10:31:39,,,
Show_579,8/12/2016,19:12:49,,,
Show_580,5/6/2016,16:12:09,,,
Show_581,5/26/2011,11:24:09,,,
Show_582,6/30/2015,12:32:51,,,
Show_583,2/13/2015,16:46:10,,,
Show_584,1/1/2014,14:46:32,,,
Show_585,9/22/2015,18:48:17,,,
Show_586,12/18/2016,10:58:29,,,
Show_587,2/10/2016,09:44:14,,,
Show_588,9/6/2010,10:58:32,,,
Show_589,2/1/2015,18:05:13,,,
Show_590,12/18/2013,19:14:54,,,
Show_591,10/2/2015,16:45:43,,,
Show_592,7/16/2012,16:38:40,,,
Show_593,4/27/2015,19:01:24,,,
Show_594,6/30/2011,18:56:40,,,
Show_595,3/3/2012,14:11:39,,,
Show_596,4/13/2013,09:49:39,,,
Show_597,1/11/2013,13:29:43,,,
Show_598,9/9/2015,14:01:37,,,
Show_599,10/21/2010,11:38:29,,,
Show_600,7/4/2014,15:48:40,,,
Show_601,11/10/2011,15:29:55,,,
Show_602,12/6/2012,18:29:24,,,
Show_603,5/8/2011,14:47:37,,,
Show_604,2/19/2016,14:11:36,,,
Show_605,1/5/2013,14:27:06,,,
Show_606,8/15/2011,21:27:15,,,
Show_607,3/23/2015,10:49:09,,,
Show_608,6/17/2016,21:03:45,,,
Show_609,3/31/2013,19:09:32,,,
Show_610,3/27/2015,20:17:37,,,
Show_611,9/29/2013,14:24:32,,,
Show_612,8/6/2011,10:20:42,,,
Show_613,7/3/2013,20:03:53,,,
Show_614,7/23/2010,17:44:36,,,
Show_615,3/14/2015,10:53:10,,,
Show_616,12/23/2012,19:28:11,,,
Show_617,12/3/2015,14:47:50,,,
Show_618,3/10/2014,10:08:32,,,
Show_619,12/6/2011,10:34:31,,,
Show_620,6/21/2011,16:11:45,,,
Show_621,5/19/2015,19:13:26,,,
Show_622,10/15/2015,19:19:34,,,
Show_623,11/22/2011,13:49:27,,,
Show_624,3/5/2010,18:11:26,,,
Show_625,9/7/2016,17:07:00,,,
Show_626,9/14/2015,15:18:25,,,
Show_627,7/13/2015,16:01:25,,,
Show_628,8/26/2016,21:37:54,,,
Show_629,5/17/2011,21:31:32,,,
Show_630,3/1/2013,14:29:54,,,
Show_631,2/24/2011,20:07:55,,,
Show_632,3/22/2012,20:52:19,,,
Show_633,9/14/2013,14:35:53,,,
Show_634,7/31/2010,20:39:44,,,
Show_635,9/23/2015,15:14:37,,,
Show_636,10/4/2015,09:31:48,,,
Show_637,6/22/2010,11:18:00,,,
Show_638,5/2/2012,10:24:29,,,
Show_639,1/20/2016,13:06:44,,,
Show_640,6/5/2010,20:21:20,,,
Show_641,9/18/2011,16:21:06,,,
Show_642,4/1/2016,09:48:06,,,
Show_643,10/23/2016,10:49:29,,,
Show_644,11/9/2011,18:59:24,,,
Show_645,2/17/2013,12:53:19,,,
Show_646,7/20/2013,17:42:20,,,
Show_647,9/1/2010,18:50:47,,,
Show_648,9/21/2014,21:56:41,,,
Show_649,9/11/2012,13:21:20,,,
Show_650,2/9/2012,14:51:38,,,
Show_651,1/15/2015,15:48:53,,,
Show_652,11/17/2010,15:13:53,,,
Show_653,9/15/2010,18:26:55,,,
Show_654,1/19/2010,10:09:34,,,
Show_655,12/29/2016,09:01:28,,,
Show_656,2/17/2012,18:17:59,,,
Show_657,12/17/2010,17:28:38,,,
Show_658,9/28/2016,16:03:24,,,
Show_659,12/8/2014,15:19:41,,,
Show_660,7/7/2012,21:55:29,,,
Show_661,5/20/2012,09:49:38,,,
Show_662,12/4/2012,11:18:18,,,
Show_663,6/3/2016,21:00:57,,,
Show_664,3/27/2012,14:15:37,,,
Show_665,7/11/2016,09:18:15,,,
