mov ID,Date,movie_language,movie_totalcost,movie_country,movie_title,moviegenres,DirctorID,actorID
Mov_98,11/6/2014,Japanese,160000000,USA,InceptionÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_128,Act_115
Mov_99,5/23/2014,English,17700000,Japan,Godzilla ResurgenceÂ ,Action|Adventure|Drama|Horror|Sci-Fi,Dir_120,Act_28
Mov_100,8/15/2011,English,180000000,USA,The Hobbit: An Unexpected JourneyÂ ,Adventure|Fantasy,Dir_112,Act_36
Mov_101,12/28/2015,English,38000000,USA,The Fast and the FuriousÂ ,Action|Crime|Thriller,Dir_25,Act_83
Mov_102,3/29/2011,English,150000000,USA,The Curious Case of Benjamin ButtonÂ ,Drama|Fantasy|Romance,Dir_59,Act_74
Mov_103,11/1/2010,English,160000000,USA,X-Men: First ClassÂ ,Action|Adventure|Sci-Fi,Dir_79,Act_74
Mov_104,2/12/2015,English,160000000,USA,The Hunger Games: Mockingjay - Part 2Â ,Adventure|Sci-Fi,Dir_295,Act_48
Mov_105,10/27/2011,English,150000000,USA,The Sorcerer's ApprenticeÂ ,Action|Adventure|Family|Fantasy,Dir_397,Act_67
Mov_106,3/27/2016,English,160000000,USA,PoseidonÂ ,Action|Adventure|Drama|Thriller,Dir_172,Act_83
Mov_107,9/12/2012,English,170000000,USA,Alice Through the Looking GlassÂ ,Adventure|Family|Fantasy,Dir_193,Act_80
Mov_108,8/29/2010,English,160000000,USA,Shrek the ThirdÂ ,Adventure|Animation|Comedy|Family|Fantasy,Dir_109,Act_33
Mov_109,4/16/2015,English,160000000,USA,WarcraftÂ ,Action|Adventure|Fantasy,Dir_363,Act_118
Mov_110,7/17/2013,English,155000000,USA,Terminator GenisysÂ ,Action|Adventure|Sci-Fi,Dir_9,Act_118
Mov_111,4/5/2013,English,155000000,USA,The Chronicles of Narnia: The Voyage of the Dawn TreaderÂ ,Adventure|Family|Fantasy,Dir_417,Act_102
Mov_112,6/13/2011,English,140000000,USA,Pearl HarborÂ ,Action|Drama|History|Romance|War,Dir_253,Act_134
Mov_113,6/24/2014,English,150000000,USA,TransformersÂ ,Action|Adventure|Sci-Fi,Dir_247,Act_120
Mov_114,7/14/2012,English,155000000,Germany,AlexanderÂ ,Action|Adventure|Biography|Drama|History|Romance|War,Dir_166,Act_24
Mov_115,12/21/2010,English,150000000,UK,Harry Potter and the Order of the PhoenixÂ ,Adventure|Family|Fantasy|Mystery,Dir_249,Act_94
Mov_116,2/25/2011,English,150000000,UK,Harry Potter and the Goblet of FireÂ ,Adventure|Family|Fantasy|Mystery,Dir_400,Act_17
Mov_117,4/22/2010,English,150000000,USA,HancockÂ ,Action|Drama,Dir_38,Act_143
Mov_118,9/11/2016,English,150000000,USA,I Am LegendÂ ,Drama|Horror|Sci-Fi,Dir_176,Act_54
Mov_119,4/15/2012,English,150000000,USA,Charlie and the Chocolate FactoryÂ ,Adventure|Comedy|Family|Fantasy,Dir_84,Act_61
Mov_120,8/6/2015,English,150000000,USA,RatatouilleÂ ,Animation|Comedy|Family|Fantasy,Dir_228,Act_75
Mov_121,11/24/2015,English,150000000,USA,Batman BeginsÂ ,Action|Adventure,Dir_407,Act_13
Mov_122,12/10/2016,English,150000000,USA,Madagascar: Escape 2 AfricaÂ ,Action|Adventure|Animation|Comedy|Family,Dir_278,Act_117
Mov_123,12/24/2016,English,150000000,USA,Night at the Museum: Battle of the SmithsonianÂ ,Adventure|Comedy|Family|Fantasy,Dir_233,Act_49
Mov_124,12/6/2015,English,150000000,USA,X-Men Origins: WolverineÂ ,Action|Adventure|Fantasy|Sci-Fi|Thriller,Dir_220,Act_18
Mov_125,4/13/2012,English,150000000,Australia,The Matrix RevolutionsÂ ,Action|Sci-Fi,Dir_478,Act_73
Mov_126,2/13/2015,English,150000000,USA,FrozenÂ ,Adventure|Animation|Comedy|Family|Fantasy|Musical,Dir_27,Act_128
Mov_127,7/27/2010,English,150000000,USA,The Matrix ReloadedÂ ,Action|Sci-Fi,Dir_213,Act_148
Mov_128,3/25/2014,English,170000000,USA,Thor: The Dark WorldÂ ,Action|Adventure|Fantasy,Dir_333,Act_140
Mov_129,5/10/2013,English,150000000,Australia,Mad Max: Fury RoadÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_176,Act_71
Mov_130,6/4/2011,English,150000000,USA,Angels & DemonsÂ ,Mystery|Thriller,Dir_452,Act_83
Mov_131,4/7/2014,English,150000000,USA,ThorÂ ,Action|Adventure|Fantasy,Dir_423,Act_12
Mov_132,7/3/2010,English,150000000,USA,BoltÂ ,Adventure|Animation|Comedy|Drama|Family,Dir_428,Act_135
Mov_133,4/20/2015,English,150000000,USA,G-ForceÂ ,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Dir_347,Act_82
Mov_134,7/24/2013,English,150000000,USA,Wrath of the TitansÂ ,Action|Adventure|Fantasy,Dir_18,Act_12
Mov_135,12/25/2014,English,100000000,USA,Dark ShadowsÂ ,Comedy|Fantasy|Horror,Dir_45,Act_45
Mov_136,11/16/2012,English,150000000,China,Mission: Impossible - Rogue NationÂ ,Action|Adventure|Thriller,Dir_121,Act_85
Mov_137,11/2/2016,English,150000000,USA,The WolfmanÂ ,Drama|Fantasy|Horror|Thriller,Dir_267,Act_32
Mov_138,4/15/2011,English,180000000,USA,The Legend of TarzanÂ ,Action|Adventure|Drama|Romance,Dir_259,Act_46
Mov_139,10/19/2010,English,150000000,USA,Bee MovieÂ ,Adventure|Animation|Comedy|Family,Dir_279,Act_19
Mov_140,3/3/2010,English,150000000,USA,Kung Fu Panda 2Â ,Action|Adventure|Animation|Comedy|Family,Dir_342,Act_146
Mov_141,5/13/2016,English,150000000,USA,The Last AirbenderÂ ,Action|Adventure|Family|Fantasy,Dir_256,Act_139
Mov_142,1/10/2013,English,150000000,USA,Mission: Impossible IIIÂ ,Action|Adventure|Thriller,Dir_161,Act_52
Mov_143,3/11/2013,English,150000000,USA,White House DownÂ ,Action|Drama|Thriller,Dir_100,Act_2
Mov_144,5/25/2015,English,150000000,USA,Mars Needs MomsÂ ,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Dir_340,Act_91
Mov_145,9/20/2016,English,149000000,UK,Flushed AwayÂ ,Adventure|Animation|Comedy|Family,Dir_81,Act_63
Mov_146,7/22/2015,English,150000000,USA,PanÂ ,Adventure|Family|Fantasy,Dir_398,Act_27
Mov_147,3/17/2011,English,145000000,USA,Mr. Peabody & ShermanÂ ,Adventure|Animation|Comedy|Family|Sci-Fi,Dir_324,Act_97
Mov_148,10/18/2013,English,175000000,USA,TroyÂ ,Adventure,Dir_159,Act_113
Mov_149,10/29/2011,English,145000000,USA,Madagascar 3: Europe's Most WantedÂ ,Adventure|Animation|Comedy|Family,Dir_314,Act_44
Mov_150,11/19/2014,English,142000000,UK,Die Another DayÂ ,Action|Adventure|Thriller,Dir_404,Act_55
Mov_151,8/1/2011,English,144000000,USA,GhostbustersÂ ,Action|Comedy|Fantasy|Sci-Fi,Dir_431,Act_127
Mov_152,1/31/2011,English,140000000,USA,ArmageddonÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_434,Act_104
Mov_153,7/12/2011,English,140000000,USA,Men in Black IIÂ ,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Dir_150,Act_15
Mov_154,3/1/2015,English,150000000,USA,BeowulfÂ ,Action|Adventure|Animation|Fantasy,Dir_111,Act_140
Mov_155,6/21/2010,English,145000000,USA,Kung Fu Panda 3Â ,Action|Adventure|Animation|Comedy|Family,Dir_209,Act_101
Mov_156,4/25/2010,English,145000000,USA,Mission: Impossible - Ghost ProtocolÂ ,Action|Adventure|Thriller,Dir_276,Act_20
Mov_157,5/27/2011,English,145000000,USA,Rise of the GuardiansÂ ,Adventure|Animation|Family|Fantasy,Dir_14,Act_36
Mov_158,9/17/2014,English,100000000,USA,Fun with Dick and JaneÂ ,Comedy|Crime,Dir_295,Act_115
Mov_159,7/30/2016,English,140000000,USA,The Last SamuraiÂ ,Action|Drama|History|War,Dir_12,Act_142
Mov_160,12/6/2011,English,140000000,UK,Exodus: Gods and KingsÂ ,Action|Adventure|Drama,Dir_35,Act_149
Mov_161,8/11/2015,English,150000000,USA,Star TrekÂ ,Action|Adventure|Sci-Fi,Dir_72,Act_133
Mov_162,6/20/2015,English,139000000,USA,Spider-ManÂ ,Action|Adventure|Fantasy|Romance,Dir_131,Act_142
Mov_163,1/22/2013,English,145000000,USA,How to Train Your Dragon 2Â ,Action|Adventure|Animation|Comedy|Family|Fantasy,Dir_267,Act_15
Mov_164,9/15/2014,English,140000000,USA,Gods of EgyptÂ ,Action|Adventure|Fantasy,Dir_284,Act_100
Mov_165,5/20/2016,English,135000000,USA,StealthÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_52,Act_101
Mov_166,1/6/2012,English,130000000,USA,WatchmenÂ ,Action|Drama|Mystery|Sci-Fi,Dir_9,Act_93
Mov_167,4/13/2011,English,140000000,USA,Lethal Weapon 4Â ,Action|Crime|Thriller,Dir_88,Act_39
Mov_168,8/10/2013,English,137000000,USA,HulkÂ ,Action|Sci-Fi,Dir_318,Act_133
Mov_169,9/8/2013,English,130000000,USA,G.I. Joe: RetaliationÂ ,Action|Adventure|Sci-Fi|Thriller,Dir_150,Act_29
Mov_170,8/7/2015,English,130000000,UK,SaharaÂ ,Action|Adventure|Comedy|Thriller,Dir_86,Act_105
Mov_171,7/18/2012,English,137000000,USA,Final Fantasy: The Spirits WithinÂ ,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Dir_8,Act_25
Mov_172,11/15/2010,English,140000000,USA,Captain America: The First AvengerÂ ,Action|Adventure|Sci-Fi,Dir_436,Act_122
Mov_173,4/11/2012,English,135000000,UK,The World Is Not EnoughÂ ,Action|Adventure|Thriller,Dir_373,Act_49
Mov_174,10/1/2011,English,150000000,USA,Master and Commander: The Far Side of the WorldÂ ,Action|Adventure|Drama|History|War,Dir_264,Act_91
Mov_175,5/9/2011,English,120000000,USA,The Twilight Saga: Breaking Dawn - Part 2Â ,Adventure|Drama|Fantasy|Romance,Dir_274,Act_4
Mov_176,5/4/2016,English,135000000,Australia,Happy Feet 2Â ,Animation|Comedy|Family|Musical,Dir_249,Act_64
Mov_177,5/12/2014,English,150000000,USA,The Incredible HulkÂ ,Action|Adventure|Sci-Fi,Dir_417,Act_85
Mov_178,3/18/2012,English,1500000,USA,Miami ViceÂ             ,Action|Crime|Drama|Mystery|Thriller,Dir_354,Act_20
Mov_179,1/20/2013,English,140000000,UK,The BFGÂ ,Adventure|Family|Fantasy,Dir_330,Act_15
Mov_180,5/28/2012,English,135000000,USA,The RevenantÂ ,Adventure|Drama|Thriller|Western,Dir_156,Act_32
Mov_181,5/27/2012,English,135000000,USA,TurboÂ ,Adventure|Animation|Comedy|Family|Sport,Dir_255,Act_27
Mov_182,1/30/2010,English,135000000,USA,RangoÂ ,Adventure|Animation|Comedy|Family|Western,Dir_344,Act_50
Mov_183,2/22/2012,English,132000000,USA,Penguins of MadagascarÂ ,Adventure|Animation|Comedy|Family,Dir_142,Act_103
Mov_184,10/23/2012,English,110000000,USA,The Bourne UltimatumÂ ,Action|Mystery|Thriller,Dir_309,Act_126
Mov_185,12/24/2014,English,130000000,USA,Kung Fu PandaÂ ,Action|Adventure|Animation|Comedy|Family,Dir_390,Act_22
Mov_186,4/16/2012,English,130000000,USA,Ant-ManÂ ,Action|Adventure|Comedy|Sci-Fi,Dir_142,Act_6
Mov_187,1/22/2016,English,130000000,USA,The Hunger Games: Catching FireÂ ,Adventure|Sci-Fi|Thriller,Dir_75,Act_45
Mov_188,7/10/2016,English,120000000,USA,The Twilight Saga: Breaking Dawn - Part 2Â ,Adventure|Drama|Fantasy|Romance,Dir_108,Act_77
Mov_189,11/4/2012,English,135000000,USA,HomeÂ ,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Dir_55,Act_7
Mov_190,11/15/2010,English,132000000,USA,War of the WorldsÂ ,Adventure|Sci-Fi|Thriller,Dir_179,Act_69
Mov_191,10/26/2016,English,130000000,USA,Bad Boys IIÂ ,Action|Comedy|Crime|Thriller,Dir_104,Act_2
Mov_192,12/23/2014,English,130000000,USA,Puss in BootsÂ ,Action|Adventure|Animation|Comedy|Family|Fantasy,Dir_49,Act_126
Mov_193,7/15/2014,English,110000000,USA,SaltÂ ,Action|Crime|Mystery|Thriller,Dir_322,Act_90
Mov_194,4/3/2012,English,125000000,USA,NoahÂ ,Action|Adventure|Drama,Dir_360,Act_9
Mov_195,1/24/2013,English,135000000,USA,The Adventures of TintinÂ ,Action|Adventure|Family|Mystery,Dir_445,Act_141
Mov_196,3/21/2016,English,130000000,UK,Harry Potter and the Prisoner of AzkabanÂ ,Adventure|Family|Fantasy|Mystery,Dir_480,Act_3
Mov_197,1/20/2012,English,130000000,Australia,AustraliaÂ ,Adventure|Drama|Romance|War,Dir_498,Act_141
Mov_198,5/27/2012,English,130000000,USA,After EarthÂ ,Action|Adventure|Sci-Fi,Dir_284,Act_49
Mov_199,7/5/2010,English,127500000,USA,DinosaurÂ ,Adventure|Animation|Family|Thriller,Dir_30,Act_26
Mov_200,3/25/2010,English,17700000,UK,Harry Potter and the Deathly Hallows: Part IIÂ ,Action|Fantasy,Dir_408,Act_28
Mov_201,10/15/2010,English,127000000,USA,Night at the Museum: Secret of the TombÂ ,Adventure|Comedy|Family|Fantasy,Dir_371,Act_66
Mov_202,1/26/2014,English,130000000,USA,MegamindÂ ,Action|Animation|Comedy|Family|Sci-Fi,Dir_1,Act_82
Mov_203,1/28/2016,English,125000000,UK,Harry Potter and the Sorcerer's StoneÂ ,Adventure|Family|Fantasy,Dir_461,Act_52
Mov_204,11/23/2011,Japanese,130000000,USA,R.I.P.D.Â ,Action|Comedy|Fantasy,Dir_379,Act_140
Mov_205,3/31/2016,English,17700000,Japan,Godzilla ResurgenceÂ ,Action|Adventure|Drama|Horror|Sci-Fi,Dir_14,Act_142
Mov_206,7/12/2010,English,140000000,USA,Pirates of the Caribbean: The Curse of the Black PearlÂ ,Action|Adventure|Fantasy,Dir_381,Act_27
Mov_207,2/10/2011,English,17700000,UK,Harry Potter and the Deathly Hallows: Part IÂ ,Fantasy,Dir_200,Act_50
Mov_208,3/2/2013,English,125000000,USA,The Hunger Games: Mockingjay - Part 1Â ,Adventure|Sci-Fi|Thriller,Dir_15,Act_103
Mov_209,8/4/2014,English,125000000,USA,The Da Vinci CodeÂ ,Mystery|Thriller,Dir_246,Act_90
Mov_210,5/2/2012,English,103000000,USA,Rio 2Â ,Adventure|Animation|Comedy|Family|Musical,Dir_168,Act_55
Mov_211,3/23/2013,English,110000000,Canada,X-Men 2Â ,Action|Adventure|Fantasy|Sci-Fi|Thriller,Dir_344,Act_69
Mov_212,5/14/2016,English,125000000,USA,Fast FiveÂ ,Action|Crime|Thriller,Dir_316,Act_54
Mov_213,5/7/2012,English,125000000,USA,Sherlock Holmes: A Game of ShadowsÂ ,Action|Adventure|Crime|Mystery|Thriller,Dir_154,Act_62
Mov_214,1/28/2011,English,125000000,USA,Clash of the TitansÂ ,Action|Adventure|Fantasy,Dir_456,Act_54
